"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Weisskoff R.; Sukop M.C.; Nguyen H.; Glodzik K.","Weisskoff, Richard (7005815464); Sukop, Michael C. (6602473067); Nguyen, Huong (57221012953); Glodzik, Katie (57195722221)","7005815464; 6602473067; 57221012953; 57195722221","Forecasting Water Demands in South Florida in the Context of Everglades Restoration: Retrospective","2020","Journal of Water Resources Planning and Management","146","11","04020081","","","","2","10.1061/(ASCE)WR.1943-5452.0001213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090140889&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001213&partnerID=40&md5=02cc85648ff85a33aeced40547a5e19b","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85090140889"
"Saadatpour M.; Afshar A.; Solis S.S.","Saadatpour, Motahareh (18438271400); Afshar, Abbas (7005146256); Solis, Samuel Sandoval (23995805500)","18438271400; 7005146256; 23995805500","Surrogate-Based Multiperiod, Multiobjective Reservoir Operation Optimization for Quality and Quantity Management","2020","Journal of Water Resources Planning and Management","146","8","04020053","","","","15","10.1061/(ASCE)WR.1943-5452.0001252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085379752&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001252&partnerID=40&md5=e33ba5dca58eb395e4f09bd665f56fc7","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85085379752"
"Mostafaei-Avandari M.; Ketabchi H.","Mostafaei-Avandari, Mohammad (57216312397); Ketabchi, Hamed (26654807200)","57216312397; 26654807200","Coastal Groundwater Management by an Uncertainty-Based Parallel Decision Model","2020","Journal of Water Resources Planning and Management","146","6","04020036","","","","14","10.1061/(ASCE)WR.1943-5452.0001227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083084041&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001227&partnerID=40&md5=5cbdd1e7274caac2f9d9795861035f31","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85083084041"
"Tullos D.; Walter C.; Vache K.","Tullos, Desiree (13806092900); Walter, Cara (36337431400); Vache, Kellie (57203474188)","13806092900; 36337431400; 57203474188","Reservoir Operational Performance Subject to Climate and Management Changes in the Willamette River Basin, Oregon","2020","Journal of Water Resources Planning and Management","146","10","05020021","","","","3","10.1061/(ASCE)WR.1943-5452.0001280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089935364&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001280&partnerID=40&md5=da83397a102384861c99f9599f1e48e0","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85089935364"
"Moghaddam A.; Mokhtari M.; Afsharnia M.; Minaee R.P.","Moghaddam, Alireza (57159070300); Mokhtari, Mehdi (55649570354); Afsharnia, Mojtaba (55437046100); Minaee, Roya Peirovi (57207986058)","57159070300; 55649570354; 55437046100; 57207986058","Simultaneous Hydraulic and Quality Model Calibration of a Real-World Water Distribution Network","2020","Journal of Water Resources Planning and Management","146","6","06020007","","","","5","10.1061/(ASCE)WR.1943-5452.0001209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082661397&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001209&partnerID=40&md5=65a0e7cb68623e0322e9ea9c11fe4db0","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85082661397"
"Wang X.; Ghidaoui M.S.; Lee P.J.","Wang, Xun (55873101700); Ghidaoui, Mohamed S. (6701589992); Lee, Pedro J. (8540562200)","55873101700; 6701589992; 8540562200","Linear Model and Regularization for Transient Wave-Based Pipeline-Condition Assessment","2020","Journal of Water Resources Planning and Management","146","5","04020028","","","","15","10.1061/(ASCE)WR.1943-5452.0001205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082055639&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001205&partnerID=40&md5=2d3ef47a87d1a845993853477cb1911d","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85082055639"
"Yang G.; Guo S.; Liu P.; Block P.","Yang, Guang (56923978300); Guo, Shenglian (55488888800); Liu, Pan (56488934500); Block, Paul (17342246300)","56923978300; 55488888800; 56488934500; 17342246300","Integration and Evaluation of Forecast-Informed Multiobjective Reservoir Operations","2020","Journal of Water Resources Planning and Management","146","6","04020038","","","","16","10.1061/(ASCE)WR.1943-5452.0001229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082745337&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001229&partnerID=40&md5=ca683826177977e53e093d3c2a8496ac","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85082745337"
"Fiorillo D.; Galuppini G.; Creaco E.; De Paola F.; Giugni M.","Fiorillo, Diana (56028149900); Galuppini, Giacomo (57201408796); Creaco, Enrico (56037591400); De Paola, Francesco (6601993392); Giugni, Maurizio (6602833850)","56028149900; 57201408796; 56037591400; 6601993392; 6602833850","Identification of Influential User Locations for Smart Meter Installation to Reconstruct the Urban Demand Pattern","2020","Journal of Water Resources Planning and Management","146","8","04020070","","","","11","10.1061/(ASCE)WR.1943-5452.0001269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087000913&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001269&partnerID=40&md5=1f275502da97417bb25e36cb467097ee","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85087000913"
"Li Y.; Kinzelbach W.","Li, Yu (57216684725); Kinzelbach, Wolfgang (57201570335)","57216684725; 57201570335","Resolving Conflicts between Irrigation Agriculture and Ecohydrology Using Many-Objective Robust Decision Making","2020","Journal of Water Resources Planning and Management","146","9","05020014","","","","9","10.1061/(ASCE)WR.1943-5452.0001261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086883104&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001261&partnerID=40&md5=625e041717d771281314c478ad38c2f7","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85086883104"
"Cioffi F.; Conticello F.R.; Lall U.","Cioffi, Francesco (57104880700); Conticello, Federico Rosario (57105779100); Lall, Upmanu (7007127326)","57104880700; 57105779100; 7007127326","Stochastic Scenarios for 21st Century Rainfall Seasonality, Daily Frequency, and Intensity in South Florida","2020","Journal of Water Resources Planning and Management","146","8","04020058","","","","3","10.1061/(ASCE)WR.1943-5452.0001250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085478830&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001250&partnerID=40&md5=677afa94ef1c146145cb80060d6d7930","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85085478830"
"Wang Z.; Zhang L.; Cheng L.; Liu K.; Ye A.; Cai X.","Wang, Zongzhi (56682216800); Zhang, Lingling (55709109900); Cheng, Liang (55722743100); Liu, Kelin (35189066700); Ye, Ailing (57205333121); Cai, Ximing (7401847849)","56682216800; 55709109900; 55722743100; 35189066700; 57205333121; 7401847849","Optimizing Operating Rules for a Reservoir System in Northern China Considering Ecological Flow Requirements and Water Use Priorities","2020","Journal of Water Resources Planning and Management","146","7","04020051","","","","9","10.1061/(ASCE)WR.1943-5452.0001236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084956501&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001236&partnerID=40&md5=c07c4a343d3ea7bb0b7c6ea8f48f17ce","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85084956501"
"Ye X.-C.; Liu F.-H.; Zhang Z.-X.; Xu C.-Y.","Ye, Xu-Chun (44261567500); Liu, Fu-Hong (57216135241); Zhang, Zeng-Xin (23989896100); Xu, Chong-Yu (7404181575)","44261567500; 57216135241; 23989896100; 7404181575","Quantifying the Impact of Compounding Influencing Factors to the Water Level Decline of China's Largest Freshwater Lake","2020","Journal of Water Resources Planning and Management","146","6","05020006","","","","8","10.1061/(ASCE)WR.1943-5452.0001211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082630390&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001211&partnerID=40&md5=0f2b5591f39e230fac90e1027ac2743b","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85082630390"
"Hajgató G.; Paál G.; Gyires-Tóth B.","Hajgató, Gergely (57208811412); Paál, György (14058493700); Gyires-Tóth, Bálint (57202306607)","57208811412; 14058493700; 57202306607","Deep Reinforcement Learning for Real-Time Optimization of Pumps in Water Distribution Systems","2020","Journal of Water Resources Planning and Management","146","11","04020079","","","","12","10.1061/(ASCE)WR.1943-5452.0001287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090279699&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001287&partnerID=40&md5=b6107db770a178adb3b0a18ab602c384","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85090279699"
"Baum R.; Characklis G.W.","Baum, Rachel (55552135900); Characklis, Gregory W. (6603397589)","55552135900; 6603397589","Mitigating Drought-Related Financial Risks for Water Utilities via Integration of Risk Pooling and Reinsurance","2020","Journal of Water Resources Planning and Management","146","6","05020007","","","","4","10.1061/(ASCE)WR.1943-5452.0001202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082599060&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001202&partnerID=40&md5=c4c3e27580eab072cb1ed4eac63e80a8","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85082599060"
"Meyer E.S.; Sheer D.P.; Rush P.V.; Vogel R.M.; Billian H.E.","Meyer, Eliot S. (57056955200); Sheer, Daniel P. (7005992604); Rush, Paul V. (36553215500); Vogel, Richard M. (7201707877); Billian, Hannah E. (56974522600)","57056955200; 7005992604; 36553215500; 7201707877; 56974522600","Need for Process Based Empirical Models for Water Quality Management: Salinity Management in the Delaware River Basin","2020","Journal of Water Resources Planning and Management","146","9","05020018","","","","3","10.1061/(ASCE)WR.1943-5452.0001260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088124900&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001260&partnerID=40&md5=89af693d3c7b55f8ee0a8948bed54e06","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85088124900"
"Olson C.; Arabi M.; Dell T.; Roesner L.","Olson, Christopher (35099288000); Arabi, Mazdak (14520309600); Dell, Tyler (57214451888); Roesner, Larry (7003457046)","35099288000; 14520309600; 57214451888; 7003457046","Probabilistic Assessment of Extended Detention Basins: Role of Model Parameter Uncertainty","2020","Journal of Water Resources Planning and Management","146","8","04020052","","","","1","10.1061/(ASCE)WR.1943-5452.0001226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085622160&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001226&partnerID=40&md5=f64ade6495eb23acc623ad86d4de917f","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85085622160"
"Leigh N.G.; Lee H.","Leigh, Nancey Green (35918097100); Lee, Heonyeong (57089289700)","35918097100; 57089289700","Evaluation of Implementation Strategies of Onsite Water-Conserving Technologies in Three Urban Neighborhoods","2020","Journal of Water Resources Planning and Management","146","5","04020022","","","","6","10.1061/(ASCE)WR.1943-5452.0001185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081132804&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001185&partnerID=40&md5=1a36dc96dffe6ab621cec62acbe7164c","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85081132804"
"Distler L.N.; Scruggs C.E.; Rumsey K.N.","Distler, Lauren N. (57215185621); Scruggs, Caroline E. (6507850927); Rumsey, Kellin N. (57203120151)","57215185621; 6507850927; 57203120151","Arid Inland Community Survey on Water Knowledge, Trust, and Potable Reuse. II: Predictive Modeling","2020","Journal of Water Resources Planning and Management","146","7","04020046","","","","5","10.1061/(ASCE)WR.1943-5452.0001219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080078397&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001219&partnerID=40&md5=798ac47b076ec3eb74b94b53cd1ebf3f","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85080078397"
"Choi J.-H.; Jun C.; Liu P.; Kim J.-S.; Moon Y.-I.","Choi, Ji-Hyeok (57197793207); Jun, Changhyun (55273336500); Liu, Pan (56488934500); Kim, Jong-Suk (57970435800); Moon, Young-Il (7203054579)","57197793207; 55273336500; 56488934500; 57970435800; 7203054579","Resolving Emerging Issues with Aging Dams under Climate Change Projections","2020","Journal of Water Resources Planning and Management","146","5","04020025","","","","5","10.1061/(ASCE)WR.1943-5452.0001204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081598713&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001204&partnerID=40&md5=19b19e477648ba7367e6941b1432254f","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85081598713"
"Celeste A.B.; Cai X.; Ponnambalam K.; Zhao Q.","Celeste, Alcigeimes B. (8413682000); Cai, Ximing (7401847849); Ponnambalam, Kumaraswamy (7003389025); Zhao, Qiankun (57208861055)","8413682000; 7401847849; 7003389025; 57208861055","New Considerations for a Reservoir Capacity Optimizer That Accounts for Failure Risks","2020","Journal of Water Resources Planning and Management","146","5","06020003","","","","1","10.1061/(ASCE)WR.1943-5452.0001199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081133220&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001199&partnerID=40&md5=79535bee80f5d446062900256e3d7141","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85081133220"
"Shafiee M.E.; Rasekh A.; Sela L.; Preis A.","Shafiee, M. Ehsan (36188902500); Rasekh, Amin (26040962000); Sela, Lina (57201085040); Preis, Ami (23097973100)","36188902500; 26040962000; 57201085040; 23097973100","Streaming Smart Meter Data Integration to Enable Dynamic Demand Assignment for Real-Time Hydraulic Simulation","2020","Journal of Water Resources Planning and Management","146","6","06020008","","","","14","10.1061/(ASCE)WR.1943-5452.0001221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083190839&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001221&partnerID=40&md5=8dae3b56961d637c98a6d11f9cedcbe9","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85083190839"
"Grubert E.; Rogers E.; Sanders K.T.","Grubert, Emily (43261213300); Rogers, Emily (57217025149); Sanders, Kelly T. (55375676000)","43261213300; 57217025149; 55375676000","Consistent Terminology and Reporting Are Needed to Describe Water Quantity Use","2020","Journal of Water Resources Planning and Management","146","8","04020064","","","","9","10.1061/(ASCE)WR.1943-5452.0001241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085842597&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001241&partnerID=40&md5=5040bfabb55889b6cbe9638aa9749244","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85085842597"
"Fontana N.; Giugni M.; Glielmo L.; Marini G.; Zollo R.","Fontana, Nicola (24721333100); Giugni, Maurizio (6602833850); Glielmo, Luigi (6603819476); Marini, Gustavo (23485764200); Zollo, Raffaele (57200034341)","24721333100; 6602833850; 6603819476; 23485764200; 57200034341","Use of Hydraulically Operated PRVs for Pressure Regulation and Power Generation in Water Distribution Networks","2020","Journal of Water Resources Planning and Management","146","7","04020047","","","","8","10.1061/(ASCE)WR.1943-5452.0001234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086080690&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001234&partnerID=40&md5=772a5f0580ef2fe44c1937372d498ac7","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85086080690"
"Stephens M.; Gong J.; Zhang C.; Marchi A.; Dix L.; Lambert M.F.","Stephens, Mark (8706283400); Gong, Jinzhe (55355613100); Zhang, Chi (57200443426); Marchi, Angela (35307313800); Dix, Luke (57219557503); Lambert, Martin F. (24923543300)","8706283400; 55355613100; 57200443426; 35307313800; 57219557503; 24923543300","Leak-Before-Break Main Failure Prevention for Water Distribution Pipes Using Acoustic Smart Water Technologies: Case Study in Adelaide","2020","Journal of Water Resources Planning and Management","146","10","05020020","","","","32","10.1061/(ASCE)WR.1943-5452.0001266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094174914&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001266&partnerID=40&md5=76bf38f25e659e62d15758443ea40783","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85094174914"
"Wang X.; Guo G.; Liu S.; Wu Y.; Xu X.; Smith K.","Wang, Xiaoting (57197824301); Guo, Guancheng (57204001733); Liu, Shuming (23097654600); Wu, Yipeng (57189096285); Xu, Xiyan (57192159829); Smith, Kate (57198916074)","57197824301; 57204001733; 23097654600; 57189096285; 57192159829; 57198916074","Burst Detection in District Metering Areas Using Deep Learning Method","2020","Journal of Water Resources Planning and Management","146","6","04020031","","","","38","10.1061/(ASCE)WR.1943-5452.0001223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082442691&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001223&partnerID=40&md5=1a238a0d3230902a40b826563337d6f2","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85082442691"
"Yan Z.; Liao S.; Cheng C.; Zhou L.; Chen F.","Yan, Zhiyu (57218657619); Liao, Shengli (12782177400); Cheng, Chuntian (7404796475); Zhou, Lingan (57200191664); Chen, Fu (56709055700)","57218657619; 12782177400; 7404796475; 57200191664; 56709055700","Long-Term Optimization of Large-Scale Hydropower System Operations Based on Decomposition-Coordination","2020","Journal of Water Resources Planning and Management","146","10","04020078","","","","2","10.1061/(ASCE)WR.1943-5452.0001288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089952270&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001288&partnerID=40&md5=23969cbfadb423ab99911492cd7be8f7","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85089952270"
"Karamouz M.; Heydari Z.","Karamouz, Mohammad (56243091200); Heydari, Zahra (57210035008)","56243091200; 57210035008","Conceptual Design Framework for Coastal Flood Best Management Practices","2020","Journal of Water Resources Planning and Management","146","6","04020041","","","","10","10.1061/(ASCE)WR.1943-5452.0001224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083571193&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001224&partnerID=40&md5=9612b47976fbebcfeb0fcd63176b0c13","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85083571193"
"Avvedimento S.; Todeschini S.; Giudicianni C.; Di Nardo A.; Walski T.; Creaco E.","Avvedimento, S. (57217024795); Todeschini, S. (37065449800); Giudicianni, C. (7801362336); Di Nardo, A. (7004537402); Walski, T. (35270422800); Creaco, E. (56037591400)","57217024795; 37065449800; 7801362336; 7004537402; 35270422800; 56037591400","Modulating Nodal Outflows to Guarantee Sufficient Disinfectant Residuals in Water Distribution Networks","2020","Journal of Water Resources Planning and Management","146","8","04020066","","","","15","10.1061/(ASCE)WR.1943-5452.0001254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085843707&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001254&partnerID=40&md5=d4806f1f615d4fb50a94016f73c444a6","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85085843707"
"McBean E.A.; Huang J.","McBean, Edward A. (7006399320); Huang, Jinhui (57347426100)","7006399320; 57347426100","Water Security Implications in the 21st Century for Coastal Cities: The Imperative Need for Action","2020","Journal of Water Resources Planning and Management","146","8","02520003","","","","3","10.1061/(ASCE)WR.1943-5452.0001264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087114184&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001264&partnerID=40&md5=cecba073bb1176c62047cafac26511f0","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85087114184"
"Goel M.K.; Jain S.K.; Rani D.; Subrahmanyam G.V.; Visweswararao M.","Goel, Manmohan Kumar (7101731265); Jain, Sharad Kumar (29767443800); Rani, Deepti (57850390100); Subrahmanyam, G.V. (57217235717); Visweswararao, M. (57194241047)","7101731265; 29767443800; 57850390100; 57217235717; 57194241047","Developing Operation Procedures for Individual Reservoirs in a Large Multistate River Basin in Context of Tribunal Awards","2020","Journal of Water Resources Planning and Management","146","8","05020013","","","","3","10.1061/(ASCE)WR.1943-5452.0001253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086833191&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001253&partnerID=40&md5=f28dca01790e760a459bf84929277c4f","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85086833191"
"Gibson J.; Karney B.; Guo Y.","Gibson, John (56662305900); Karney, Bryan (7004449407); Guo, Yiping (55712459700)","56662305900; 7004449407; 55712459700","Effects of Relaxed Minimum Pipe Diameters on Fire Flow, Cost, and Water Quality Indicators in Drinking Water Distribution Networks","2020","Journal of Water Resources Planning and Management","146","8","04020059","","","","5","10.1061/(ASCE)WR.1943-5452.0001251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086501021&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001251&partnerID=40&md5=a61678a04ed7da36abf5e19d3b038971","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85086501021"
"Ding W.; Liu H.; Li Y.; Shang H.; Zhang C.; Fu G.","Ding, Wei (56701589000); Liu, Haixing (44261289100); Li, Yu (36570524800); Shang, Hua (37075652000); Zhang, Chi (55862061100); Fu, Guangtao (55499297600)","56701589000; 44261289100; 36570524800; 37075652000; 55862061100; 55499297600","Unraveling the Effects of Long-Distance Water Transfer for Ecological Recharge","2020","Journal of Water Resources Planning and Management","146","9","02520004","","","","8","10.1061/(ASCE)WR.1943-5452.0001272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090999084&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001272&partnerID=40&md5=69f3c5f2a7f1618e2823e4d9c95812e5","American Society of Civil Engineers (ASCE)","Review","Final","","Scopus","2-s2.0-85090999084"
"Das Bhowmik R.; Seo S.B.; Das P.; Sankarasubramanian A.","Das Bhowmik, Rajarshi (57198492116); Seo, Seung Beom (56275693500); Das, Priyam (57214659793); Sankarasubramanian, A. (6603489730)","57198492116; 56275693500; 57214659793; 6603489730","Synthesis of Irrigation Water Use in the United States: Spatiotemporal Patterns","2020","Journal of Water Resources Planning and Management","146","7","04020050","","","","9","10.1061/(ASCE)WR.1943-5452.0001249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085184764&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001249&partnerID=40&md5=a0b3a5096f5e2958823990ec2936c93c","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85085184764"
"Omaghomi T.; Buchberger S.; Cole D.; Hewitt J.; Wolfe T.","Omaghomi, Toritseju (56991130700); Buchberger, Steven (7004042155); Cole, Daniel (55837483100); Hewitt, Jason (57215826484); Wolfe, Timothy (57215836386)","56991130700; 7004042155; 55837483100; 57215826484; 57215836386","Probability of Water Fixture Use during Peak Hour in Residential Buildings","2020","Journal of Water Resources Planning and Management","146","5","04020027","","","","11","10.1061/(ASCE)WR.1943-5452.0001207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082022239&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001207&partnerID=40&md5=2047afa78ca5752f95b2b4075778290b","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85082022239"
"Warner L.A.; Chaudhary A.K.; Krimsky L.","Warner, Laura A. (56239035400); Chaudhary, Anil Kumar (57211434754); Krimsky, Lisa (23969296100)","56239035400; 57211434754; 23969296100","Water Source as a Driver of Landscape Irrigation Conservation Behavior: A Statewide Florida Study","2020","Journal of Water Resources Planning and Management","146","8","04020061","","","","2","10.1061/(ASCE)WR.1943-5452.0001238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085576851&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001238&partnerID=40&md5=c116d193fe8729702b15ff7e3bf919a1","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85085576851"
"Medeiros De Saboia M.A.; De Assis De Souza Filho F.; Helfer F.; Rolim L.Z.R.","Medeiros De Saboia, Marcos Abilio (57218708113); De Assis De Souza Filho, Francisco (56157572900); Helfer, Fernanda (21742373100); Rolim, Larissa Zaira Rafael (57218262645)","57218708113; 56157572900; 21742373100; 57218262645","Robust Strategy for Assessing the Costs of Urban Drainage System Designs under Climate Change Scenarios","2020","Journal of Water Resources Planning and Management","146","11","05020022","","","","4","10.1061/(ASCE)WR.1943-5452.0001281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090115457&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001281&partnerID=40&md5=12a04ba610e0f8284b188bc354ab2efa","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85090115457"
"Kley-Holsteg J.; Ziel F.","Kley-Holsteg, Jens (57218228663); Ziel, Florian (56449069200)","57218228663; 56449069200","Probabilistic Multi-Step-Ahead Short-Term Water Demand Forecasting with Lasso","2020","Journal of Water Resources Planning and Management","146","10","04020077","","","","3","10.1061/(ASCE)WR.1943-5452.0001268","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088372263&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001268&partnerID=40&md5=79b6803d14d1fa51bd846240fffe2881","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85088372263"
"Paez D., 0000-0003-4586-8025; Filion Y.","Paez, Diego (55837204200); Filion, Yves (6603123029)","55837204200; 6603123029","Water Distribution Systems Reliability under Extended-Period Simulations","2020","Journal of Water Resources Planning and Management","146","8","04020062","","","","3","10.1061/(ASCE)WR.1943-5452.0001257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085543395&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001257&partnerID=40&md5=3caee8cbed01c0afcd3a95c76206da12","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85085543395"
"Kerwin S.; Adey B.T.","Kerwin, Sean (57208153674); Adey, Bryan T. (6602448661)","57208153674; 6602448661","Optimal Intervention Planning: A Bottom-Up Approach to Renewing Aging Water Infrastructure","2020","Journal of Water Resources Planning and Management","146","7","04020044","","","","16","10.1061/(ASCE)WR.1943-5452.0001217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084339567&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001217&partnerID=40&md5=cc18cb1d8cb73debab899626b07925dd","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85084339567"
