"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Doss-Gollin J.; Farnham D.J.; Ho M.; Lall U.","Doss-Gollin, James (57009006800); Farnham, David J. (56562823400); Ho, Michelle (55159324500); Lall, Upmanu (7007127326)","57009006800; 56562823400; 55159324500; 7007127326","Adaptation over Fatalism: Leveraging High-Impact Climate Disasters to Boost Societal Resilience","2020","Journal of Water Resources Planning and Management","146","4","01820001","","","","4","10.1061/(ASCE)WR.1943-5452.0001190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078666999&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001190&partnerID=40&md5=e6ff49c71880f19382db21a6ea224160","American Society of Civil Engineers (ASCE)","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85078666999"
"Rajakumar A.G.; Mohan Kumar M.S.; Amrutur B.; Kapelan Z.","Rajakumar, Anjana G. (57210843475); Mohan Kumar, M.S. (6601909388); Amrutur, Bharadwaj (22033751800); Kapelan, Zoran (8273940200)","57210843475; 6601909388; 22033751800; 8273940200","Real-Time Water Quality Modeling with Ensemble Kalman Filter for State and Parameter Estimation in Water Distribution Networks","2019","Journal of Water Resources Planning and Management","145","11","04019049","","","","11","10.1061/(ASCE)WR.1943-5452.0001118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071697736&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001118&partnerID=40&md5=6c0d82590839d317da9d0ad7a36714f2","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85071697736"
"Yang T.; Liu X.; Wang L.; Bai P.; Li J.","Yang, Tiantian (56073123600); Liu, Xiaomang (35792033600); Wang, Lingling (57212090924); Bai, Peng (57203410753); Li, Jingjing (37161601200)","56073123600; 35792033600; 57212090924; 57203410753; 37161601200","Simulating Hydropower Discharge using Multiple Decision Tree Methods and a Dynamical Model Merging Technique","2020","Journal of Water Resources Planning and Management","146","2","04019072","","","","32","10.1061/(ASCE)WR.1943-5452.0001146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075893511&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001146&partnerID=40&md5=106ead1677d33fa3f2273a6cac5ce2c5","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85075893511"
"Nawaz R.; Rees P., Prof.; Clark S.; Mitchell G., Prof.; McDonald A., Prof.; Kalamandeen M.; Lambert C.; Henderson R.","Nawaz, Rizwan (57205609382); Rees, Philip (57203885444); Clark, Stephen (7403150313); Mitchell, Gordon (57208588964); McDonald, Adrian (7203088451); Kalamandeen, Michelle (15845409500); Lambert, Chris (7202614345); Henderson, Ross (57211011675)","57205609382; 57203885444; 7403150313; 57208588964; 7203088451; 15845409500; 7202614345; 57211011675","Long-Term Projections of Domestic Water Demand: A Case Study of London and the Thames Valley","2019","Journal of Water Resources Planning and Management","145","11","05019017","","","","8","10.1061/(ASCE)WR.1943-5452.0001088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072263349&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001088&partnerID=40&md5=d8fc18ba081c7de56fca86d7f537cf7e","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85072263349"
"Qiu M.; Simpson A.R.; Elhay S.; Alexander B.","Qiu, Mengning (57204832780); Simpson, Angus R. (7402780493); Elhay, Sylvan (6603023411); Alexander, Bradley (57193781708)","57204832780; 7402780493; 6603023411; 57193781708","Bridge-Block Partitioning Algorithm for Speeding Up Analysis of Water Distribution Systems","2019","Journal of Water Resources Planning and Management","145","9","04019036","","","","3","10.1061/(ASCE)WR.1943-5452.0001083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068252449&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001083&partnerID=40&md5=85557a6cca21f69ef9048626de708aee","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85068252449"
"Escriva-Bou A.; McCann H.; Hanak E.; Lund J.; Gray B.; Blanco E.; Jezdimirovic J.; Magnuson-Skeels B.; Tweet A.","Escriva-Bou, Alvar (56082455200); McCann, Henry (57524865600); Hanak, Ellen (55923757600); Lund, Jay (55950426300); Gray, Brian (56729055600); Blanco, Elisa (57212633785); Jezdimirovic, Jelena (57213839632); Magnuson-Skeels, Bonnie (57197765074); Tweet, Andrew (57197770537)","56082455200; 57524865600; 55923757600; 55950426300; 56729055600; 57212633785; 57213839632; 57197765074; 57197770537","Water Accounting in Western US, Australia, and Spain: Comparative Analysis","2020","Journal of Water Resources Planning and Management","146","3","04020004","","","","8","10.1061/(ASCE)WR.1943-5452.0001157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077984390&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001157&partnerID=40&md5=ccc242d926d2a01618760f197e49001b","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85077984390"
"Khatavkar P.; Mays L.W.","Khatavkar, Puneet (57193852829); Mays, Larry W. (7101670344)","57193852829; 7101670344","Real-Time Operation of Water-Supply Canal Systems under Limited Electrical Power and/or Water Availability","2020","Journal of Water Resources Planning and Management","146","4","04020012","","","","4","10.1061/(ASCE)WR.1943-5452.0001191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081074774&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001191&partnerID=40&md5=8bd05bfe8e63b029edb428fc43fcb4c4","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85081074774"
"Yin J.; Pham H.V.; Tsai F.T.-C.","Yin, Jina (57203784642); Pham, Hai V. (56708113100); Tsai, Frank T.-C. (7202660185)","57203784642; 56708113100; 7202660185","Multiobjective Spatial Pumping Optimization for Groundwater Management in a Multiaquifer System","2020","Journal of Water Resources Planning and Management","146","4","04020013","","","","19","10.1061/(ASCE)WR.1943-5452.0001180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079488905&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001180&partnerID=40&md5=69958cf099677c3532904ae0d2c6b951","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85079488905"
"Raso L.; Bader J.-C.; Weijs S.","Raso, Luciano (45361459500); Bader, Jean-Claude (7201629356); Weijs, Steven (23494094100)","45361459500; 7201629356; 23494094100","Reservoir Operation Optimized for Hydropower Production Reduces Conflict with Traditional Water Uses in the Senegal River","2020","Journal of Water Resources Planning and Management","146","4","05020003","","","","9","10.1061/(ASCE)WR.1943-5452.0001076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079483327&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001076&partnerID=40&md5=ad54fb0ffee89b77c4deae9d881b86db","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85079483327"
"Bakhshipour A.E.; Bakhshizadeh M.; Dittmer U.; Haghighi A.; Nowak W.","Bakhshipour, Amin E. (55240246900); Bakhshizadeh, Milad (57203623484); Dittmer, Ulrich (8609063700); Haghighi, Ali (30467660000); Nowak, Wolfgang (7103349955)","55240246900; 57203623484; 8609063700; 30467660000; 7103349955","Hanging Gardens Algorithm to Generate Decentralized Layouts for the Optimization of Urban Drainage Systems","2019","Journal of Water Resources Planning and Management","145","9","04019034","","","","20","10.1061/(ASCE)WR.1943-5452.0001103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068228205&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001103&partnerID=40&md5=c9d52bd3ca252738f9fb837730473dda","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85068228205"
"Read L.K.; Hogue T.S.; Edgley R.; Mika K.; Gold M.","Read, Laura K. (55925748300); Hogue, Terri S. (6602848822); Edgley, Ryan (57211427234); Mika, Kathryn (36055804500); Gold, Mark (55439426500)","55925748300; 6602848822; 57211427234; 36055804500; 55439426500","Evaluating the Impacts of Stormwater Management on Streamflow Regimes in the Los Angeles River","2019","Journal of Water Resources Planning and Management","145","10","05019016","","","","14","10.1061/(ASCE)WR.1943-5452.0001092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073891785&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001092&partnerID=40&md5=b49570298fd444325f47cab8b161ef71","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85073891785"
"Abdulrazzak M.J.; Oikonomou P.D.; Grigg N.S.","Abdulrazzak, Mohamed J. (6603794265); Oikonomou, Panagiotis D. (56464037100); Grigg, Neil S. (7005653169)","6603794265; 56464037100; 7005653169","Transboundary Groundwater Cooperation among Countries of the Arabian Peninsula","2020","Journal of Water Resources Planning and Management","146","1","05019023","","","","5","10.1061/(ASCE)WR.1943-5452.0001140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075081677&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001140&partnerID=40&md5=adaa9e2bc2c77e5889cffeba915b8eef","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85075081677"
"Fisher I.","Fisher, Ian (7101762943)","7101762943","Limitations on Optimizing Location and Scheduling of Chlorine Boosters in Water Distribution Systems","2019","Journal of Water Resources Planning and Management","145","9","06019007","","","","2","10.1061/(ASCE)WR.1943-5452.0001101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067783835&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001101&partnerID=40&md5=f96747f1093efa4b9364704753efd37a","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85067783835"
"Bertoni F.; Giuliani M.; Castelletti A.","Bertoni, Federica (57196086958); Giuliani, Matteo (55037435700); Castelletti, Andrea (6504550849)","57196086958; 55037435700; 6504550849","Integrated Design of Dam Size and Operations via Reinforcement Learning","2020","Journal of Water Resources Planning and Management","146","4","04020010","","","","6","10.1061/(ASCE)WR.1943-5452.0001182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079191561&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001182&partnerID=40&md5=05a5996ea324b2fc7e8c56e22b4efe15","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85079191561"
"El-Housni H.; Duchesne S.; Mailhot A.","El-Housni, Hind (57201068989); Duchesne, Sophie (6701608476); Mailhot, Alain (6603793838)","57201068989; 6701608476; 6603793838","Predicting Individual Hydraulic Performance of Sewer Pipes in Context of Climate Change","2019","Journal of Water Resources Planning and Management","145","11","040190511","","","","3","10.1061/(ASCE)WR.1943-5452.0001127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072322513&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001127&partnerID=40&md5=4e8ec6a8d4e50ebf540f352a1d79081f","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85072322513"
"Keramat A.; Wang X.; Louati M.; Meniconi S.; Brunone B.; Ghidaoui M.S.","Keramat, Alireza (36552546000); Wang, Xun (55873101700); Louati, Moez (57195245409); Meniconi, Silvia (57200611603); Brunone, Bruno (6603067350); Ghidaoui, Mohamed S. (6701589992)","36552546000; 55873101700; 57195245409; 57200611603; 6603067350; 6701589992","Erratum: Objective Functions for Transient-Based Pipeline Leakage Detection in a Noisy Environment: Least Square and Matched-Filter (Journal of Water Resources Planning and Management DOI: 10.1061/(ASCE)WR.1943-5452.0001108)","2020","Journal of Water Resources Planning and Management","146","1","08219002","","","","0","10.1061/(ASCE)WR.1943-5452.0001177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074605386&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001177&partnerID=40&md5=b7f863f845e58e130cad925bd0bcca56","American Society of Civil Engineers (ASCE)","Erratum","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074605386"
"Creaco E.; Cunha M.; Franchini M.","Creaco, E. (56037591400); Cunha, M. (7102711279); Franchini, M. (7103375106)","56037591400; 7102711279; 7103375106","Using Heuristic Techniques to Account for Engineering Aspects in Modularity-Based Water Distribution Network Partitioning Algorithm","2019","Journal of Water Resources Planning and Management","145","12","04019062","","","","14","10.1061/(ASCE)WR.1943-5452.0001129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073065316&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001129&partnerID=40&md5=f9bc5a12a2999f8164650884880b683d","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85073065316"
"Zeinali M.; Azari A.; Heidari M.M.","Zeinali, Masoomeh (57213150756); Azari, Arash (57200792020); Heidari, Mohammad Mehdi (57211434360)","57213150756; 57200792020; 57211434360","Multiobjective Optimization for Water Resource Management in Low-Flow Areas Based on a Coupled Surface Water-Groundwater Model","2020","Journal of Water Resources Planning and Management","146","5","04020020","","","","33","10.1061/(ASCE)WR.1943-5452.0001189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080063830&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001189&partnerID=40&md5=460df762b2ea6e99fb615dea9c0add8a","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85080063830"
"Sterle K.; Jose L.; Coors S.; Singletary L.; Pohll G.; Rajagopal S.","Sterle, Kelley (55611472500); Jose, Linnet (57211538935); Coors, Shane (9234882700); Singletary, Loretta (6603226189); Pohll, Greg (6601996306); Rajagopal, Seshadri (26028076100)","55611472500; 57211538935; 9234882700; 6603226189; 6601996306; 26028076100","Collaboratively Modeling Reservoir Reoperation to Adapt to Earlier Snowmelt Runoff","2020","Journal of Water Resources Planning and Management","146","1","05019021","","","","10","10.1061/(ASCE)WR.1943-5452.0001136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074374814&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001136&partnerID=40&md5=3adcdd585545f46b235e4b9b97588a68","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85074374814"
"Creaco E.; De Paola F.; Fiorillo D.; Giugni M.","Creaco, E. (56037591400); De Paola, F. (6601993392); Fiorillo, D. (56028149900); Giugni, M. (6602833850)","56037591400; 6601993392; 56028149900; 6602833850","Bottom-Up Generation of Water Demands to Preserve Basic Statistics and Rank Cross-Correlations of Measured Time Series","2020","Journal of Water Resources Planning and Management","146","1","06019011","","","","10","10.1061/(ASCE)WR.1943-5452.0001142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073709445&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001142&partnerID=40&md5=7eb274b0f68478c1cee4ce379cfc2c43","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85073709445"
"Cahn A.; Katz D.; Ghermandi A.","Cahn, Amir (56259301000); Katz, David (16412564500); Ghermandi, Andrea (12141109100)","56259301000; 16412564500; 12141109100","Analyzing Water Customer Preferences for Online Feedback Technologies in Israel: A Prototype Study","2020","Journal of Water Resources Planning and Management","146","4","06020002","","","","5","10.1061/(ASCE)WR.1943-5452.0001179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079131672&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001179&partnerID=40&md5=ce039bec26a2d74fba3cba296fddeff0","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85079131672"
"Wu Y.; Liu S.","Wu, Yipeng (57189096285); Liu, Shuming (23097654600)","57189096285; 23097654600","Burst Detection by Analyzing Shape Similarity of Time Series Subsequences in District Metering Areas","2020","Journal of Water Resources Planning and Management","146","1","04019068","","","","9","10.1061/(ASCE)WR.1943-5452.0001141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074516549&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001141&partnerID=40&md5=b94d946c390a84f36892779b8333160f","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85074516549"
"Segarra-Garciá R.","Segarra-Garciá, Rafael (6508135197)","6508135197","Reliability-Based Design of Urban Stormwater Detention Facilities with Random Carryover Storage","2020","Journal of Water Resources Planning and Management","146","2","04019076","","","","4","10.1061/(ASCE)WR.1943-5452.0001166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076093013&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001166&partnerID=40&md5=197c1ecf2bb82681754a11ed60d7dd2e","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85076093013"
"Oviedo-Ocaña E.R.; Dominguez I.C.; Celis J.; Blanco L.C.; Cotes I.; Ward S.; Kapelan Z.","Oviedo-Ocaña, E.R. (56290095500); Dominguez, I.C. (58250233800); Celis, J. (57213825383); Blanco, L.C. (57213832964); Cotes, I. (57213825673); Ward, S. (56038833700); Kapelan, Z. (8273940200)","56290095500; 58250233800; 57213825383; 57213832964; 57213825673; 56038833700; 8273940200","Water-Loss Management under Data Scarcity: Case Study in a Small Municipality in a Developing Country","2020","Journal of Water Resources Planning and Management","146","3","05020001","","","","7","10.1061/(ASCE)WR.1943-5452.0001162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078035902&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001162&partnerID=40&md5=5a90a64722f7a133a74dac406f529a56","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85078035902"
